sequence_id,title,authors,doi,journal_title,issn,volume,issue,pages_or_article_number,doi_year,first_online_date,early_access_date,formal_publication_date,dblp_year,publication_status,metadata_sources,source_urls,abstract,keywords,relevance_level,relevance_reason,fulltext_status,local_pdf_path,pdf_sha256,conflict_notes,manually_verified,first_author
150,Stable Age of Information Scheduling With NOMA in Edge Networks,Yifei Zou; Peng Wang; Shikun Shen; Dongxiao Yu; Jorge Torres Gómez; Falko Dressler; Xiuzhen Cheng,10.1109/ton.2025.3559386,IEEE Transactions on Networking,2998-4157,33,5,2192-2207,2025,2025-04-28,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3559386,"In this paper, we study a stable Age-of-Information (AoI) scheduling problem to handle the massive packet aggregation from arbitrary total of n end devices to an edge device via a single hop wireless channel when information constantly arrives at the end side. Specifically, we consider the arrivals of the information with an online injection mode, i.e., information is injected to end devices with an unknown injection rate in each time slot. After the information is injected, the AoI with respect to those end devices constantly increases until their fresh messages are received by the edge device, which characterizes the freshness of the information at destination. Based on the online injection mode, we propose the first distributed stable AoI scheduling algorithm combining NOMA (Non-Orthogonal Multiple-Access) technique in this paper, to minimize the expected average peak AoI (EAP-AoI) of our end-to-edge information system. Adopting NOMA technique enables k messages decoded from a mixed signal by the edge device in our algorithm, with parameter $k\gt 1$ . We prove that our algorithm is stable even under the asymptotically maximum injection rate of $O(k/n)$ that any stable AoI scheduling algorithm may handle, and the EAP-AoI of our information system is bounded by $O(\sqrt [{3}]{nk})$ time slots under the injection rate of $O(k/n)$ . Comparing with two existing results, the EAP-AoI in our algorithm is $O\left ({{\frac {n^{2/3}}{k^{4/3}}}}\right)$ and $O\left ({{\frac {n^{2/3}}{k^{1/3}}}}\right)$ times smaller. Numerical results also verify the stability and efficiency of our algorithm.",,R4,,closed,,,,False,Yifei Zou
151,O-AAV: Programmable Software-Defined Optical Wireless Communication AAV Networking Testbed,Yue Zhang; Nan Cen,10.1109/ton.2025.3559767,IEEE Transactions on Networking,2998-4157,33,5,2306-2318,2025,2025-06-20,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3559767,"Optical Wireless Communication (OWC) Autonomous Aerial Vehicles (AAVs) networks have attracted ever-increasing attention of researchers in recent years. There have been significant efforts to advance the OWC AAV networking system to develop new solutions, including optimal resource allocation algorithms and networking control methods. However, current OWC-AAV research is either based on simulations or in-flexible hardware platforms that can support mostly point-to-point, low-data-rate applications. Therefore, in this paper, we are the first to propose and discuss the design of a new programmable software-defined optical wireless communication-based AAV networking platform, O-AAV, with characteristics in terms of data rate, transmission distance, and hardware/software flexibility in support of different light sources and distributed networking operations. The main architectural choices of the new platform are discussed in detail, as well as preliminary performance evaluation results. Data rates in the order of Mbps are achieved in a controlled lab environment, and 500 Kbps data rates achieved more than 10 m transmission distance in the outdoor environment, respectively. We also effectively address the PD saturation problem and interference from other ambient light sources, which most OWC testbeds face. Lastly, to the best of our knowledge, we are the first to demonstrate the networking capability of the proposed architecture and prototype by implementing ALOHA.",,R4,,closed,,,,False,Yue Zhang
152,Improving Data Collection Efficiency of UAV-Assisted LoRa Networks via Directivity-Aware Link Model,Jiaqi Zhang; Xiaolong Zheng 0002; Ruinan Li; Liang Liu 0001; Huadong Ma; Nei Kato,10.1109/ton.2025.3559889,IEEE Transactions on Networking,2998-4157,33,5,2208-2223,2025,2025-05-02,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3559889,"Unmanned Aerial Vehicle (UAV) equipped with a gateway shows great potential for data collection in many scenarios, especially for the areas lacking of public network infrastructures. However, our in-field experiments on UAV-assisted LoRa networks show that a large throughput gap exists between the ground-to-air and ground-to-ground transmissions. We find that the misalignment of the radiation direction of transceiver antennas with height difference leads to additional signal strength loss, which is ignored by existing ground-to-ground transmissions. In this paper, we propose a directivity-aware ground-to-air link model called annulus model to quantify the impact of directivity on the ground-to-air link quality. Based on our model, a new ground-to-air channel access scheme for UAV-assisted LoRa networks, PreLoRa , is proposed. By predicting the link quality variations, PreLoRa schedules the transmission periods and adopts optimal transmission configurations for ground nodes to improve the link throughput. We implement PreLoRa on commercial LoRa platforms and extensively evaluate its performance in the wild. Experimental results show that PreLoRa can significantly improve data collection throughput by up to 65.5% compared to baseline methods.",,R4,,closed,,,,False,Jiaqi Zhang
153,XGate: Scaling LoRa Communications to Massive Logical Channels,Shiming Yu; Xianjin Xia; Ningning Hou; Yuanqing Zheng; Tao Gu 0001,10.1109/ton.2025.3560408,IEEE Transactions on Networking,2998-4157,33,5,2352-2366,2025,2025-05-14,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3560408,"LoRa is a promising technology that provides widespread low-power IoT connectivity. With its capabilities for multi-channel communication, orthogonal transmission, and spectrum sharing, LoRaWAN is poised to connect millions of IoT devices across thousands of logical channels. However, current LoRa gateways rely on hardwired Rx chains that cover less than 1% of these channels, restricting the potential for large-scale LoRa communications. This paper introduces XGate, a groundbreaking gateway design that uses a single Rx chain to simultaneously receive packets from all logical channels, enabling scalable LoRa transmission and flexible network access. Unlike the hardwired Rx chains in existing gateway designs, XGate dynamically allocates resources, including software-controlled Rx chains and demodulators, based on the extracted meta-information of incoming packets. XGate overcomes several challenges to efficiently detect incoming packets without prior knowledge of their parameter configurations. Evaluations demonstrate that XGate enhances LoRa concurrent transmissions by $8.4\times $ compared to state-of-the-art solutions.",,R4,,closed,,,,False,Shiming Yu
154,Optimal Control for Distributed Wireless SDN: Theory and Architecture,Quang Minh Nguyen; Eytan H. Modiano,10.1109/ton.2025.3560605,IEEE Transactions on Networking,2998-4157,33,5,2131-2147,2025,2025-05-20,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3560605,"We propose Distributed Universal Max-Weight (DUMW) as a novel optimal control framework for distributed wireless SDN. DUMW is theoretically throughput-optimal and practically congruent with SDN system idiosyncrasies. Our algorithmic development non-trivially extends the throughput-optimal Universal Max-Weight (UMW) policy to permit distributed control and optimal inter-domain scheduling under the setting of heterogeneously delayed network state information. Furthermore, we design controller synchronization strategies that resolve the problem of multi-domain flow installation and are tailored to DUMW for maintaining throughput-optimality with negligible communication overhead. Extensive experiments validate our theoretical finding and demonstrate the favorable performance of DUMW. Under the setting of reliable links with wireless interference, DUMW achieves the same throughput as that of an optimal centralized controller and exhibits superiorscalability.",,R4,,closed,,,,False,Quang Minh Nguyen
155,Decoupled Uplink-Downlink Multi-Connectivity Scheduling in Full-Duplex Cell-Free Massive MIMO Networks: A HGN-DRL Approach,Zhenyang Shu; Xiaoheng Deng; Jingjing Zhang; Jinsong Gui; Huamei Qi; Siyu Lin; Geyong Min,10.1109/ton.2025.3561048,IEEE Transactions on Networking,2998-4157,33,5,2367-2382,2025,2025-04-28,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3561048,"Network-assisted full-duplex (NAFD) cell-free (CF) massive MIMO systems enable simultaneous uplink and downlink transmissions, where interference suppression and beamforming are critical for improving spectral efficiency and system performance. However, the asymmetric time-varying properties of current network traffic, coupled with the interference problems associated with complex network topologies, make existing resource allocation and interference management strategies difficult to handle, and unable to satisfy the low-latency, high-reliability Quality-of-Service (QoS) requirements of the growing number of terminal devices (TDs). To address these challenges, we propose a novel access method based on decoupled uplink-downlink multi-connectivity transmission to achieve flexible access selection and formulate an optimization problem that maximizes the cumulative fair spectral efficiency by simultaneously optimizing power allocation and link scheduling. To solve this mixed-integer nonlinear programming (MINLP) problem, we propose an optimized transfer scheme that reduces the dimensionality of the action and constraint spaces. Then, we characterize the network states as heterogeneous graph structures and employ node-level and metapath-level attention mechanisms for message passing and aggregation, and obtain graph-level scheduling policy via the heterogeneous graph neural network (HGNN). Finally, in light of the superior performance of Deep Reinforcement Learning (DRL) in exploration-based tasks, we design a holistic updating mechanism using environmental feedback and advantage state-action function, named as HGN-DRL for this end-to-end learning framework. Simulation results demonstrated the effectiveness and scalability of HGN-DRL in large-scale cell-free scenarios.",,R3,,closed,,,,False,Zhenyang Shu
156,Overlay Routing Over an Uncooperative Underlay,Yu-Di Huang; Ting He 0001,10.1109/ton.2025.3561308,IEEE Transactions on Networking,2998-4157,33,5,2241-2255,2025,2025-05-05,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3561308,"Overlay network is a non-intrusive mechanism to enhance the existing network infrastructure by building a logical distributed system on top of a physical underlay. A major difficulty in operating overlay networks is the lack of cooperation from the underlay, which is usually under a different network administration. In particular, the lack of knowledge about the underlay topology and link capacities makes the design of efficient overlay routing extremely difficult. In contrast to existing solutions for overlay routing based on simplistic assumptions such as known underlay topology or disjoint routing paths through the underlay, we aim at systematically optimizing overlay routing without causing congestion, by extracting information about the underlay from measurements taken at overlay nodes. To this end, we 1) identify the sufficient information for congestion-free overlay routing, and 2) develop polynomial-complexity algorithms to infer this information with guaranteed accuracy. Our evaluations in NS3 based on real network topologies demonstrate notable performance advantage of the proposed solution over existing solutions.",,R4,,closed,,,,False,Yu-Di Huang
157,Centralized Network Utility Maximization With Accelerated Gradient Method,Ying Tian; Zhiliang Wang; Xia Yin 0001; Xingang Shi; Jiahai Yang 0001; Han Zhang 0009,10.1109/ton.2025.3562283,IEEE Transactions on Networking,2998-4157,33,5,2442-2457,2025,2025-05-02,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3562283,"Network utility maximization (NUM) is a fundamental problem for network traffic management and resource allocation. Due to the inherent decentralization and complexity of networks, much of the existing research has focused on developing decentralized algorithms for NUM. However, with the rise of Software-Defined Networking (SDN), especially in cloud networks and inter-datacenter networks managed by large enterprises, there has been growing interest in centralized NUM algorithms. To cope with the large and increasing number of flows in such SDN networks, existing studies on centralized NUM focus on the scalability of the algorithm with respect to the number of flows, but the efficiency is ignored. In this paper, we propose a centralized, efficient and scalable algorithm for the NUM problem. By designing smooth utility and penalty functions, we formulate the NUM problem with a smooth objective function, which enables the use of Nesterov’s accelerated gradient method (AGM). We prove that the proposed method achieves an $O(d/t^{2})$ convergence rate, demonstrating superior convergence speed with respect to the number of iterations t , and our method is scalable with respect to the number of flows d in the network. Our smooth objective NUM formulation and AGM are effective not only in simple network scenarios with non-prioritized flows routed on one simple paths, but also in more complex and practical scenarios involving prioritized flows routed across multiple complex paths. Experiment results confirm that our method obtains accurate solutions with fewer iterations, and achieves close-to-optimal network utility.",,R4,,closed,,,,False,Ying Tian
158,MPITE: Multidimensional Performance Evaluator for Interpretable and Traceable Network Performance Evaluation,Xun Yuan; Xiaonan Wang; Fengxiao Tang; Qingping Zhou; Ming Zhao 0007; Nei Kato,10.1109/ton.2025.3562348,IEEE Transactions on Networking,2998-4157,33,5,2458-2473,2025,2025-05-02,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3562348,"With the advancements in six-generation (6G) communication technology, there is a growing need for comprehensive and interpretable network performance evaluation for network optimization. Traditional evaluation methods often overlook uncertainties and are limited to a single time scale or performance dimension, while the recent machine learning-based method lacks interpretability. To address this issue, we propose a multidimensional performance evaluator for interpretable and traceable network performance evaluation (MPITE). MPITE, constructed with a three-layer evaluation model incorporating physical, logical, and causal topology structures, reflects the causal relationship of communication system configurations, the changing network states, and performance metrics. We introduce a multidimensional performance index that considers value, time, and certainty dimensions to evaluate network performance comprehensively. We propose interpretable Bayesian theory-based network inference algorithms to derive network certainty for interpretable network performance evaluation. Then, we intelligently derive optimal network configuration parameters through reverse inferencing for network tracing. Experimental results demonstrate the advantage, interpretability, and traceability of MPITE.",,R4,,closed,,,,False,Xun Yuan
159,BGEFL: Enabling Communication-Efficient Federated Learning via Bandit Gradient Estimation in Resource-Constrained Networks,Youqi Li; Fan Li 0001; Song Yang 0002; Yu Wang 0003,10.1109/ton.2025.3562869,IEEE Transactions on Networking,2998-4157,33,5,2410-2425,2025,2025-05-06,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3562869,"Federated learning (FL) has achieved state-of-the-art performance in distributed machine learning with privacy preservation, which promotes AIoT. However, FL is restricted by the expensive communication cost due to exchanging a large number of model parameters and model updates (e.g., gradients) between the aggregator and participants in multiple rounds. This could be challenging in resource-constrained networks where devices are often resource-constrained in terms of computation and communication. Existing works mainly focus on improving communication efficiency from local training and model/gradient compression; nevertheless, studying communication efficiency for FL from the perspective of gradient estimation remains unexplored. In this paper, we bridge this gap by conducting a systematic study on gradient estimation for the communication-efficient FL. We propose a bandit-based gradient estimation-aware FL ( $\mathtt{BGEFL }$ ) framework that can directly estimate participants’ gradients with limited bandit feedback (i.e., their local function values). We prove that $\mathtt{BGEFL }$ enjoys an $\mathcal {O}(1)$ communication complexity , that is a constant-size uplink communication in which each client uploads only one point’s feedback in the uplink. Moreover, our bandit-based gradient estimator is communication-efficient, unbiased, and stable. We prove the convergence performance of $\mathtt{BGEFL }$ for training strongly convex, general convex, and non-convex models. Finally, we evaluate our $\mathtt{BGEFL }$ over several datasets and the experimental results demonstrate the effectiveness of $\mathtt{BGEFL }$ .",,R4,,closed,,,,False,Youqi Li
160,Practical and General-Purpose Flow-Level Inference With Random Forests in Programmable Switches,Aristide Tanyi-Jong Akem; Beyza Bütün; Michele Gucciardo; Marco Fiore 0001,10.1109/ton.2025.3564465,IEEE Transactions on Networking,2998-4157,33,5,2489-2506,2025,2025-05-21,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3564465,"Integrating machine learning (ML) models directly in the network user plane enables inference on data traffic at line rate, and can dramatically reduce the latency and improve the scalability of key functionalities like traffic classification or intrusion detection. Yet, the hardware that can be used for this purpose, in particular programmable switches, present stringent constraints in terms of limited memory and little support for mathematical operations or data types that render ML model deployment a substantial technical challenge. In this paper, we make a step forward in user-plane ML by introducing Flowrest , a solution that redefines the state of the art in flow-level inference for programmable switches. Flowrest allows implementing general-purpose Random Forest (RF) models in industry-grade switches by ( $\boldsymbol {i}$ ) suitably handling stateful flow-level (FL) features in the switch ASIC, ( $\boldsymbol {ii}$ ) achieving low-collision flow management, and ( $\boldsymbol {iii}$ ) customizing RF models right from the design phase for in-switch operation. We develop Flowrest as an open-source software using the P4 language and evaluate its performance in an experimental testbed with Intel Tofino switches. Experiments with inference tasks of varying complexity prove that our solution improves accuracy by over 10 percent points on average with respect to the second-best competitor out of five recent approaches for RF-based in-switch inference, while maintaining sub-microsecond latency.",,R4,,no_oa_info,,,,False,Aristide Tanyi-Jong Akem
161,Machine-Centric High-Accuracy Multi-Video Analytics With Adaptive Neural Codecs,Andong Zhu 0001; Ji Qi 0005; Sheng Zhang 0001; Gangyi Luo; Ke Cheng; Xiaohang Shi 0001; Zhuzhong Qian; Baoliu Ye; Sanglu Lu,10.1109/ton.2025.3565357,IEEE Transactions on Networking,2998-4157,33,5,2537-2552,2025,2025-05-09,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3565357,"Increased videos captured by widely deployed cameras are being analyzed by computer vision-based Deep Neural Networks (DNNs) on servers rather than being streamed for humans. Unfortunately, the conventional codecs (e.g., H.26x and MPEG-x) originally designed for video streaming lack content-aware feature extraction and hinder machine-centric video analytics, making it difficult to achieve the required high accuracy with tolerable delay. Neural codecs (e.g., autoencoder) now hold impressive compression performance and have been widely advocated in video streaming. While autoencoder shows transformative potential, the application in video analytics is hampered by low accuracy in detecting small objects of high-resolution videos and the serious challenges posed by multi-video streaming. To this end, we propose AdaStreamer with adaptive neural codecs to enable real machine-centric high-accuracy multi-video analytics. We also investigate how to achieve optimal accuracy under delay constraints via careful scheduling in Compression Ratios (CRs, the ratio of the compressed size to the original data size) and bandwidth allocation, and further propose a Markov-based Adaptive Compression and Bandwidth Allocation algorithm (MACBA). We have practically developed a prototype of AdaStreamer, based on which extensive experiments verify its accuracy improvement (up to 15%) compared to state-of-the-art coding and streaming solutions.",,R3,,closed,,,,False,Andong Zhu 0001
162,Bucket-Level Elastic Cuckoo Filter for Dynamic Set Membership Query and Encoded Set Operations,Yongchao Zhang; Qingjun Xiao; Chenyang Guo; Guannan Pan; Jun Huang; Kun He; Yu Miao; Wenjin Li,10.1109/ton.2025.3565545,IEEE Transactions on Networking,2998-4157,33,5,2256-2275,2025,2025-05-29,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3565545,,,R4,,closed,,,,False,Yongchao Zhang
163,Expediting Federated Learning on Non-IID Data by Maximizing Communication Channel Utilization,Qi Tan 0003; Yi Zhao 0011; Qi Li 0002; Ke Xu 0002,10.1109/ton.2025.3565822,IEEE Transactions on Networking,2998-4157,33,5,2336-2351,2025,2025-05-20,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3565822,"Federated learning (FL) is at the core of intelligent Internet architecture. It allows clients to jointly train a model without direct data sharing. In such a process, clients and the central server share information through communication channels formed by parameters. However, the non-iid training data in clients significantly impacts global model convergence and brings difficulties for the evaluation of local contributions. Most of existing studies try to expand the communication channel by improving consistency with variance reduction or regularization, but such methods neglect an important factor, i.e., channel utilization, hence their capability for sharing information is under-utilized. Moreover, the issue of contribution evaluation is still unsolved. In this paper, we simultaneously solve the former two challenges (i.e., model convergence and contribution evaluation) by modeling the indirect data sharing of FL as a problem of information communication. We prove that FL with non-iid data forms noisy communication channels, which have limited capability for information transmission, i.e., limited channel capacity. The main factor in deciding the channel capacity is the Gradient Signal to Noise Ratio (GSNR). Through analyzing GSNR, we further prove that channel capacity can be reached by optimal local updates and propose a method FedGSNR to calculate it, which allows us to maximize channel utilization in FL, leading to faster model convergence. Moreover, as the contribution of the local dataset depends on the amount of provided information, the derived GSNR allows the server to accurately evaluate the contributions of different clients (i.e., the quality of local datasets).",,R4,,closed,,,,False,Qi Tan 0003
164,Online Scheduling and Routing With End-to-End Deadline Constraints in Multihop Wireless Networks,Christos Tsanikidis; Javad Ghaderi,10.1109/ton.2025.3565930,IEEE Transactions on Networking,2998-4157,33,5,2396-2409,2025,2025-05-09,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3565930,"We consider scheduling deadline-constrained packets in multihop wireless networks. Packets with arbitrary deadlines and weights arrive at and are destined to different nodes. The goal is to design online admission, routing, and scheduling algorithms in order to maximize the cumulative weight of packets that reach their destinations within their deadlines. Under a general interference graph model of the wireless network, we provide online algorithms that are $(\gamma ,\mathrm {R})$ -competitive, i.e., they achieve at least $1/\gamma $ fraction of the value of the optimal offline algorithm, and do not exceed the capacity by more than a factor $\mathrm {R}\geq 1$ . In particular, our algorithm can achieve $\gamma =O({\psi }^{\star } \log (\Delta \rho L)/\mathrm {R})$ when $\mathrm {R}\mathrm {C} = \Omega ({\psi }^{\star } \log (\Delta \rho L))$ , where $\rho $ is the ratio of maximum weight to minimum weight of packets, L is the length of the longest route of packets, and C is the minimum link capacity or the number of channels. Here, $\Delta $ is the maximum degree and $ {\psi }^{\star } $ is the local clique cover number of the interference graph. Our results translate directly to many networks of interest, for example, in one-hop interference networks, $ {\psi }^{\star } =2$ , and in the case of wired networks (no interference), $ {\psi }^{\star } =1$ . We further provide lower bounds that show that our results are asymptotically optimal in many settings. Finally, we present extensive simulations that show our algorithms provide significant improvement over the prior approaches.",,R4,,closed,,,,False,Christos Tsanikidis
165,Advancing RFID Tag Counting With COTS Devices: The Average Time Duration Method,Xingyu Chen; Jia Liu 0008; Chengxuan Fu; He Huang 0001; Yu-E Sun; Xu Zhang; Ming Tao 0001; Zuojian Zhou; Lijun Chen 0006,10.1109/ton.2025.3566269,IEEE Transactions on Networking,2998-4157,33,5,2426-2441,2025,2025-05-23,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3566269,"With 52.8 billion RFID tags used worldwide in 2024, a common basic functionality needed by RFID-enabled applications is cardinality estimation — to quickly estimate the number of distinct tags in an RFID system. Although many advanced solutions have been proposed over the past decade, they suffer from one major limitation in practical use: they need to either modify the existing RFID standard or obtain MAC-layer information, both of which however cannot be supported by commercial off-the-shelf (COTS) devices. In this paper, we revisit the counting problem and propose a novel counting scheme called average time duration based counter (ATD) that quickly estimates the number of distinct tags in a standards-compliant manner. Compared with existing work, the competitive advantage of ATD is that it can be directly deployed on a COTS RFID system, with no need for any hardware modifications. In ATD, we found a new and measurable indicator — the time duration between two adjacent singleton slots, which depends on the number of tags. Following this observation, we derive the theoretical relationship between the time indicator and the number of tags and then give the proof of the estimation as well as its parameter settings. Additionally, we propose a flag-flipping solution to address the overlapping problem in the multi-reader case. We implement ATD in a COTS RFID system with 1000 tags. Experimental results show that ATD is $4.2\times $ faster than the baseline of tag inventory; the performance gain will be further increased in a larger RFID system.",,R4,,closed,,,,False,Xingyu Chen
166,EchoCC: Refining Learning-Based Congestion Control With WordBook,Yu Fan 0004; Bo Hou; Pengjin Xie; Liang Liu 0001; Huadong Ma,10.1109/ton.2025.3566495,IEEE Transactions on Networking,2998-4157,33,5,2553-2568,2025,2025-05-14,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3566495,,,R3,,closed,,,,False,Yu Fan 0004
167,Provable Approximation Algorithms for Online Traffic-Sensitive SFC Deployment,Yingling Mao; Xiaojun Shang; Yuanyuan Yang 0001,10.1109/ton.2025.3566728,IEEE Transactions on Networking,2998-4157,33,5,2523-2536,2025,2025-05-20,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3566728,"Network Function Virtualization (NFV) has the potential for cost-efficiency, manage-convenience, and flexibility services but meanwhile poses challenges for the service function chain (SFC) deployment problem, which is NP-hard. It is so complicated that existing work conspicuously neglects the flow changes along the chains and only gives heuristic algorithms without a performance guarantee. In this paper, we fill this gap by formulating a traffic-sensitive online joint SFC placement and flow routing (TO-JPR) model, with the objective of jointly optimize the resource cost and network latency, and proposing a novel two-stage scheme to solve it. We design a dynamic segmental packing (DSP) algorithm for the first stage, which not only maintains the minimal traffic burden for the network but also achieves an approximation ratio of a small constant on the resource cost. Besides, we propose the greedy mapping (GM) algorithm for the second stage, which can guarantee a global approximation ratio of O(d) on the network latency. Here d is the diameter of the network graph and is typically smaller than O(log(M)), where M is the number of servers in the network. Finally, we perform extensive simulations to demonstrate the outstanding performance of our algorithms compared with the optimal solutions and benchmarks.",,R4,,closed,,,,False,Yingling Mao
168,Your Botnet Is His Botnet? A Deep Dive Into the Supply Chain Attack Against Cyber-Arm Industry,Chaochao Luo; Jie Gan; Xinli Li; Zhuting Pan; Jian Tang 0008; Zhihong Tian,10.1109/ton.2025.3566903,IEEE Transactions on Networking,2998-4157,33,5,2319-2335,2025,2025-06-10,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3566903,"In recent years, supply chain attacks have garnered significant attention from both enterprises and the security community due to their profound impact. Numerous studies have begun to focus on supply chain attacks targeting legitimate software. However, it is noteworthy that supply chain attacks also occur within cybercrime markets, which differ substantially from those observed in lawful markets. These attacks not only facilitate widespread infections but also enable the rapid formation of substantial botnets. Regrettably, supply chain attacks within cybercrime markets have largely been overlooked by the security community, resulting in a notable deficiency in systematic methodologies for comprehending such assaults. This work concentrates on a specific supply chain attack observed in cybercrime markets, denoted as the “Nigrita Attack.” To facilitate a systematic understanding of this attack, we introduce a model designed to delineate its propagation dynamics. Additionally, we propose an approach for forecasting its future threat potential. To assess the efficacy of the proposed propagation model and the accuracy of the method for predicting the scale of infections, we assembled a dataset comprising more than 40,342 distinct malware samples and conducted a comprehensive series of analyses. Empirical results substantiate both the effectiveness of the proposed propagation model and the precision of the approach in estimating the magnitude of potential infections.",,R4,,closed,,,,False,Chaochao Luo
169,Optimizing Fresh Data Sampling and Trading,Junyi He; Qian Ma 0002; Meng Zhang 0013; Jianwei Huang 0001,10.1109/ton.2025.3567065,IEEE Transactions on Networking,2998-4157,33,5,2383-2395,2025,2025-05-21,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3567065,"Existing works on data trading often overlook the impact of data freshness on its valuation. This paper explores a fresh data market, where a platform offers data with varying freshness levels, such as real-time traffic data, to users who arrive stochastically. We categorize data updates into two types: lightweight (e.g., noise level) and computation-intensive (e.g., traffic images). Initially focusing on lightweight updates, we introduce three pricing policies: uniform, dual, and dynamic. The challenge lies in jointly optimizing the platform’s data sampling and pricing, a complex non-smooth mixed integer programming problem. Nevertheless, we achieve closed-form optimal solutions for all three policies by analyzing a relaxed version of the problem. Our findings reveal the surprising insight that higher data acquisition costs lead the platform to lower uniform data prices due to staler, less valuable data. Our numerical analysis indicates that the optimal dual pricing policy closely matches the dynamic pricing policy in performance and substantially exceeds the uniform pricing, tripling profits in some cases. Extending our work to computation-intensive updates, which require preprocessing, adds extra complexity. We tackle this by applying fractional programming. Numerical results show that profits from optimal uniform and dual pricing closely approach those from dynamic pricing, as the platform can adjust processing time.",,R4,,closed,,,,False,Junyi He
170,Machine Learning Model Trading With Verification Under Information Asymmetry,Xiang Li 0148; Jianwei Huang 0001; Kai Yang 0001; Chenyou Fan,10.1109/ton.2025.3567071,IEEE Transactions on Networking,2998-4157,33,5,2474-2488,2025,2025-06-02,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3567071,"Machine learning (ML) model trading, known for its role in protecting data privacy, faces a major challenge: information asymmetry. This issue can lead to model deception, a problem that current literature has not fully solved, where the seller misrepresents model performance to earn more. We propose a game-theoretic approach, adding a verification step in the ML model market that lets buyers check model quality before buying. However, this method can be expensive and offers imperfect information, making it harder for buyers to decide. Our analysis reveals that a seller might probabilistically conduct model deception considering the chance of model verification. This deception probability decreases with the verification accuracy and increases with the verification cost. To maximize seller payoff, we further design optimal pricing schemes accounting for heterogeneous buyers’ strategic behaviors. Interestingly, we find that reducing information asymmetry benefits both the seller and buyer. Meanwhile, protecting buyer order information doesn’t improve the payoff for the buyer or the seller. These findings highlight the importance of reducing information asymmetry in ML model trading and open new directions for future research.",,R4,,closed,,,,False,Xiang Li 0148
171,ChameleonNet: Topology Obfuscation Against Tomography With Critical Information Hiding,Changhao Qiu; Bangbang Ren; Guoming Tang; Lailong Luo; Deke Guo,10.1109/ton.2025.3567771,IEEE Transactions on Networking,2998-4157,33,5,2585-2600,2025,2025-05-16,,2025-10,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3567771,"Many network attacks, like link flooding attacks (LFAs), heavily rely on network topology information. Therefore, network topology obfuscation has been applied to counteract network topology inference and prevent topology information leakage. One effective way is to scheme a fake topology intentionally for attackers to map out. Focusing on reducing the similarity between the real and fake topologies, however, existing methods cannot promise that critical information of the network, such as critical nodes and links, is well hidden. To this end, we propose a new topology obfuscation mechanism, namely ChameleonNet, to protect the critical topology information of a given network. Specifically, ChameleonNet achieves topology obfuscation through a two-stage operation: 1) generating fake topology and 2) deploying fake topology. Our experiments on three real-world and two large-scale generated network topologies demonstrate that ChameleonNet can effectively reduce similarity between inferred and real topologies by 31%-37% and reliably hide critical topology information in terms of multiple statistical metrics.",,R4,,closed,,,,False,Changhao Qiu
